,truthfulness
root_ttr,-0.08517366518599236
corr_ttr_no_lem,-0.08521619972836793
corr_ttr,-0.08521619972836793
uber_ttr_no_lem,-0.09979234609754198
uber_ttr,-0.09979234609754198
a_propn_ps,-0.10674777740123796
simp_propn_var,-0.1111459507609801
t_n_ent_person,-0.11251188883889286
n_propn,-0.11291661579451691
n_upropn,-0.11737816851857635
a_n_ent_person_ps,-0.11788709348438921
n_upunct,-0.12074888015658486
a_propn_pw,-0.12357870689976955
root_propn_var,-0.12629359633195808
corr_propn_var,-0.12630124312885135
corr_punct_var,-0.12726322638446788
root_punct_var,-0.12732583421250362
a_n_ent_ps,-0.12754833999978796
a_n_ent_person_pw,-0.13060759971563946
t_n_ent,-0.13306352792062542
a_n_ent_pw,-0.14003600942234934
